drug_candidate_id,cannonical_smiles,fasta_sequence_if_one_exists,pdb_filepath,pdbqt_filepath,drug_candidate_group_name,drug_type,generation,functional_group,chemical_formula,rdkit_synthetic_accessibility_score,rdkit_molecular_weight,rdkit_logp,rdkit_lipinski_ro5_violations,rdkit_qed_drug_likeness_rule_violations,rdkit_ghose_rule_violations,rdkit_veber_rule_violations,rdkit_reos_rule_violations,rdkit_rule_of_3_violations,rdkit_h_bond_donors,rdkit_h_bond_acceptors,rdkit_rotatable_bonds,rdkit_num_atoms,rdkit_molar_refractivity,rdkit_topological_polar_surface_area_mapping,rdkit_formal_charge,rdkit_num_heavy_atoms,rdkit_num_rings,project_id,run_created_or_discovered_id,Passed PAINS Filter,PAINS Substructure Matches,Passed BRENK Filter,BRENK Substructure Matches,AutoDockVina Minimum Best Pose Binding Energy,AutoDockVina Average Top 9 Poses Binding Energy,AutoDockVina Docking Log Output File,AutoDockVina Docking Configuration PDBQT Output File,Predicted Probability of Synthetic Success,Retrosynthesis Was Solved,Retrosynthesis Number of Precursors,Retrosynthesis Number of Steps,Retrosynthesis Precursors List
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,-12.8,-11.56666667,LIME_OUTPUTS/User_willspag_Project_Tuberculosis_ino1_Scripps_Target_UUID_17228daa-6185-473e-8c62-b1f2877895f7/RUN_195/DRUG_CANDIDATES/1266029/AutoDockVinaDockingLogOutputFile_1266029.txt,LIME_OUTPUTS/User_willspag_Project_Tuberculosis_ino1_Scripps_Target_UUID_17228daa-6185-473e-8c62-b1f2877895f7/RUN_195/DRUG_CANDIDATES/1266029/AutoDockVinaDockingConfigurationPDBQTOutputFile_1266029.pdbqt,0.986552929,TRUE,4,3,"COC(=O)c1ccc(N)nc1, Cc1ccc(NC(=O)NCC(=O)O)cc1C, Nc1ccnc(N)n1, O=C(Cl)c1ccco1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,-12.8,-11.34444444,LIME_OUTPUTS/User_willspag_Project_Tuberculosis_ino1_Scripps_Target_UUID_17228daa-6185-473e-8c62-b1f2877895f7/RUN_195/DRUG_CANDIDATES/1266094/AutoDockVinaDockingLogOutputFile_1266094.txt,LIME_OUTPUTS/User_willspag_Project_Tuberculosis_ino1_Scripps_Target_UUID_17228daa-6185-473e-8c62-b1f2877895f7/RUN_195/DRUG_CANDIDATES/1266094/AutoDockVinaDockingConfigurationPDBQTOutputFile_1266094.pdbqt,0.963447071,TRUE,7,5,"Cc1ccc(N)cc1C, O=C(Cl)Oc1ccccc1, Nc1ccnc(N)n1, O=C(Cl)c1ccccc1, O=C(Cl)Cl, O=C1NC(=O)c2ccccc21, OCc1cc(O)ccn1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,-12.7,-10.8,LIME_OUTPUTS/User_willspag_Project_Tuberculosis_ino1_Scripps_Target_UUID_17228daa-6185-473e-8c62-b1f2877895f7/RUN_195/DRUG_CANDIDATES/1265097/AutoDockVinaDockingLogOutputFile_1265097.txt,LIME_OUTPUTS/User_willspag_Project_Tuberculosis_ino1_Scripps_Target_UUID_17228daa-6185-473e-8c62-b1f2877895f7/RUN_195/DRUG_CANDIDATES/1265097/AutoDockVinaDockingConfigurationPDBQTOutputFile_1265097.pdbqt,0.955960146,TRUE,5,6,"Cc1cccc(CC(=O)O)n1, O=C(Cl)c1ccccc1, CC(C)(C)OC(=O)N1CCNCC1, Nc1cccc([N+](=O)[O-])n1, O=C(Cl)Oc1ccccc1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,-12.7,-11.4,LIME_OUTPUTS/User_willspag_Project_Tuberculosis_ino1_Scripps_Target_UUID_17228daa-6185-473e-8c62-b1f2877895f7/RUN_195/DRUG_CANDIDATES/1265764/AutoDockVinaDockingLogOutputFile_1265764.txt,LIME_OUTPUTS/User_willspag_Project_Tuberculosis_ino1_Scripps_Target_UUID_17228daa-6185-473e-8c62-b1f2877895f7/RUN_195/DRUG_CANDIDATES/1265764/AutoDockVinaDockingConfigurationPDBQTOutputFile_1265764.pdbqt,0.975,TRUE,4,4,"Cc1ccc(NC(=O)NCC(=O)O)cc1, O=C(Cl)c1ccco1, CC(C)(C)OC(=O)Nc1ccc(C(=O)O)cn1, Nc1ccnc(N)n1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,-12.7,-11.55555556,LIME_OUTPUTS/User_willspag_Project_Tuberculosis_ino1_Scripps_Target_UUID_17228daa-6185-473e-8c62-b1f2877895f7/RUN_195/DRUG_CANDIDATES/1267357/AutoDockVinaDockingLogOutputFile_1267357.txt,LIME_OUTPUTS/User_willspag_Project_Tuberculosis_ino1_Scripps_Target_UUID_17228daa-6185-473e-8c62-b1f2877895f7/RUN_195/DRUG_CANDIDATES/1267357/AutoDockVinaDockingConfigurationPDBQTOutputFile_1267357.pdbqt,0.963447071,TRUE,4,5,"Cc1cccc(C(=O)Cl)c1, CC(C)(C)OC(=O)Nc1cccc(C(=O)O)n1, Cc1cccc(CN)c1, CCOC(=O)Cc1ccnc(N)n1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,-12.7,-11.075,LIME_OUTPUTS/User_willspag_Project_Tuberculosis_ino1_Scripps_Target_UUID_17228daa-6185-473e-8c62-b1f2877895f7/RUN_195/DRUG_CANDIDATES/1254867/AutoDockVinaDockingLogOutputFile_1254867.txt,LIME_OUTPUTS/User_willspag_Project_Tuberculosis_ino1_Scripps_Target_UUID_17228daa-6185-473e-8c62-b1f2877895f7/RUN_195/DRUG_CANDIDATES/1254867/AutoDockVinaDockingConfigurationPDBQTOutputFile_1254867.pdbqt,0.975,TRUE,5,4,"Nc1ccnc(Cl)n1, O=C(Cl)Cc1cccc(F)c1, CC(C)(C)OC(=O)Nc1cccc(N)n1, Cc1ccc(N)cc1, Nc1cc(Cl)nc(Cl)n1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,-12.7,-11.9,LIME_OUTPUTS/User_willspag_Project_Tuberculosis_ino1_Scripps_Target_UUID_17228daa-6185-473e-8c62-b1f2877895f7/RUN_195/DRUG_CANDIDATES/1269761/AutoDockVinaDockingLogOutputFile_1269761.txt,LIME_OUTPUTS/User_willspag_Project_Tuberculosis_ino1_Scripps_Target_UUID_17228daa-6185-473e-8c62-b1f2877895f7/RUN_195/DRUG_CANDIDATES/1269761/AutoDockVinaDockingConfigurationPDBQTOutputFile_1269761.pdbqt,0.952371294,TRUE,5,7,"Cc1ccc(N=C=O)cc1, Cc1ccc(NC(=O)N2CCNCC2)cc1F, COC(=O)c1cnc(N)nc1, CC(C)(C)OC(=O)OC(=O)OC(C)(C)C, NCc1ccc(C(=O)O)cc1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,-12.7,-10.9375,LIME_OUTPUTS/User_willspag_Project_Tuberculosis_ino1_Scripps_Target_UUID_17228daa-6185-473e-8c62-b1f2877895f7/RUN_195/DRUG_CANDIDATES/1266176/AutoDockVinaDockingLogOutputFile_1266176.txt,LIME_OUTPUTS/User_willspag_Project_Tuberculosis_ino1_Scripps_Target_UUID_17228daa-6185-473e-8c62-b1f2877895f7/RUN_195/DRUG_CANDIDATES/1266176/AutoDockVinaDockingConfigurationPDBQTOutputFile_1266176.pdbqt,0.963447071,TRUE,4,5,"COc1cccc(NC(=O)c2cccc(F)c2)n1, COC(=O)c1ccc(N)cc1, Clc1cc(Cl)nc(Cl)n1, CNC(C)=O"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,-12.6,-11.5,LIME_OUTPUTS/User_willspag_Project_Tuberculosis_ino1_Scripps_Target_UUID_17228daa-6185-473e-8c62-b1f2877895f7/RUN_195/DRUG_CANDIDATES/1269263/AutoDockVinaDockingLogOutputFile_1269263.txt,LIME_OUTPUTS/User_willspag_Project_Tuberculosis_ino1_Scripps_Target_UUID_17228daa-6185-473e-8c62-b1f2877895f7/RUN_195/DRUG_CANDIDATES/1269263/AutoDockVinaDockingConfigurationPDBQTOutputFile_1269263.pdbqt,0.975,TRUE,4,4,"Cc1ccc(N)cc1F, COc1cccc(NC(=O)c2cccc(F)c2)n1, CCOC(=O)CN, Nc1cc(Cl)nc(Cl)n1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,-12.6,-10.61111111,LIME_OUTPUTS/User_willspag_Project_Tuberculosis_ino1_Scripps_Target_UUID_17228daa-6185-473e-8c62-b1f2877895f7/RUN_195/DRUG_CANDIDATES/1265845/AutoDockVinaDockingLogOutputFile_1265845.txt,LIME_OUTPUTS/User_willspag_Project_Tuberculosis_ino1_Scripps_Target_UUID_17228daa-6185-473e-8c62-b1f2877895f7/RUN_195/DRUG_CANDIDATES/1265845/AutoDockVinaDockingConfigurationPDBQTOutputFile_1265845.pdbqt,0.963447071,TRUE,4,5,"Cc1ccc(Nc2cc(Cl)ncc2O)cc1, COC(=O)c1cc(N)ccc1C, Nc1cc(N)nc(O)n1, O=P(Cl)(Cl)Cl"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,-12.6,-10.7,LIME_OUTPUTS/User_willspag_Project_Tuberculosis_ino1_Scripps_Target_UUID_17228daa-6185-473e-8c62-b1f2877895f7/RUN_195/DRUG_CANDIDATES/1269265/AutoDockVinaDockingLogOutputFile_1269265.txt,LIME_OUTPUTS/User_willspag_Project_Tuberculosis_ino1_Scripps_Target_UUID_17228daa-6185-473e-8c62-b1f2877895f7/RUN_195/DRUG_CANDIDATES/1269265/AutoDockVinaDockingConfigurationPDBQTOutputFile_1269265.pdbqt,0.986552929,TRUE,4,3,"Cc1ccc(Nc2cc(Cl)ncc2O)cc1, CNC=O, Nc1cc(Cl)nc(Cl)n1, Nc1cc(N)nc(N)n1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,-12.6,-11.06666667,LIME_OUTPUTS/User_willspag_Project_Tuberculosis_ino1_Scripps_Target_UUID_17228daa-6185-473e-8c62-b1f2877895f7/RUN_195/DRUG_CANDIDATES/1267392/AutoDockVinaDockingLogOutputFile_1267392.txt,LIME_OUTPUTS/User_willspag_Project_Tuberculosis_ino1_Scripps_Target_UUID_17228daa-6185-473e-8c62-b1f2877895f7/RUN_195/DRUG_CANDIDATES/1267392/AutoDockVinaDockingConfigurationPDBQTOutputFile_1267392.pdbqt,0.963447071,TRUE,4,5,"Nc1ccnc(N)n1, O=C(Cl)c1ccccc1, COC(=O)c1ccc(Br)cc1, Cc1ccc(N)cc1S(=O)(=O)NC(C)(C)C"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,-12.6,-11.3,LIME_OUTPUTS/User_willspag_Project_Tuberculosis_ino1_Scripps_Target_UUID_17228daa-6185-473e-8c62-b1f2877895f7/RUN_195/DRUG_CANDIDATES/1270216/AutoDockVinaDockingLogOutputFile_1270216.txt,LIME_OUTPUTS/User_willspag_Project_Tuberculosis_ino1_Scripps_Target_UUID_17228daa-6185-473e-8c62-b1f2877895f7/RUN_195/DRUG_CANDIDATES/1270216/AutoDockVinaDockingConfigurationPDBQTOutputFile_1270216.pdbqt,0.952371294,TRUE,5,7,"Cc1cccc(CC(=O)O)n1, CC(C)(C)OC(=O)N1CCCNCC1, Cc1ccc(N=C=O)cc1F, CC(C)(C)OC(=O)N1CCN(C(N)=O)CC1, COC(=O)c1ccc(Cl)nn1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,-12.6,-11.1,LIME_OUTPUTS/User_willspag_Project_Tuberculosis_ino1_Scripps_Target_UUID_17228daa-6185-473e-8c62-b1f2877895f7/RUN_195/DRUG_CANDIDATES/1261991/AutoDockVinaDockingLogOutputFile_1261991.txt,LIME_OUTPUTS/User_willspag_Project_Tuberculosis_ino1_Scripps_Target_UUID_17228daa-6185-473e-8c62-b1f2877895f7/RUN_195/DRUG_CANDIDATES/1261991/AutoDockVinaDockingConfigurationPDBQTOutputFile_1261991.pdbqt,0.986552929,TRUE,3,3,"Cc1cccc(NC(=O)N2CCCNCC2)c1, CCOC(=O)Cc1cccc(N)n1, O=C(Cl)c1ccccc1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,-12.6,-10.975,LIME_OUTPUTS/User_willspag_Project_Tuberculosis_ino1_Scripps_Target_UUID_17228daa-6185-473e-8c62-b1f2877895f7/RUN_195/DRUG_CANDIDATES/1268546/AutoDockVinaDockingLogOutputFile_1268546.txt,LIME_OUTPUTS/User_willspag_Project_Tuberculosis_ino1_Scripps_Target_UUID_17228daa-6185-473e-8c62-b1f2877895f7/RUN_195/DRUG_CANDIDATES/1268546/AutoDockVinaDockingConfigurationPDBQTOutputFile_1268546.pdbqt,0.955960146,TRUE,4,6,"CC(C)(C)OC(=O)N1CCNCC1, Nc1nccc(Cl)n1, COC(=O)c1ccc(CN)nc1, COc1cc(N=C=O)ccc1C"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,-12.5,-10.87142857,LIME_OUTPUTS/User_willspag_Project_Tuberculosis_ino1_Scripps_Target_UUID_17228daa-6185-473e-8c62-b1f2877895f7/RUN_195/DRUG_CANDIDATES/1266949/AutoDockVinaDockingLogOutputFile_1266949.txt,LIME_OUTPUTS/User_willspag_Project_Tuberculosis_ino1_Scripps_Target_UUID_17228daa-6185-473e-8c62-b1f2877895f7/RUN_195/DRUG_CANDIDATES/1266949/AutoDockVinaDockingConfigurationPDBQTOutputFile_1266949.pdbqt,0.955960146,TRUE,6,6,"O=C(Cl)c1ccccc1, Cc1ccc(CN)cc1C, O=C(Cl)Oc1ccccc1, CC(C)(C)OC(=O)N1CCNCC1, Nc1cccc([N+](=O)[O-])n1, O=C(Cl)Oc1ccccc1"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,-12.5,-11.01111111,LIME_OUTPUTS/User_willspag_Project_Tuberculosis_ino1_Scripps_Target_UUID_17228daa-6185-473e-8c62-b1f2877895f7/RUN_195/DRUG_CANDIDATES/1265417/AutoDockVinaDockingLogOutputFile_1265417.txt,LIME_OUTPUTS/User_willspag_Project_Tuberculosis_ino1_Scripps_Target_UUID_17228daa-6185-473e-8c62-b1f2877895f7/RUN_195/DRUG_CANDIDATES/1265417/AutoDockVinaDockingConfigurationPDBQTOutputFile_1265417.pdbqt,0.986552929,TRUE,3,3,"Cc1ccc(N)cc1F, Nc1nccc(N2CCOCC2)n1, O=C=NCc1ccc(C(=O)O)cc1"
